stock_code,corp_name,market,corp_code,modify_date,접수번호,법인구분,고유번호,법인명,주식 종류,성명,관계,기초 소유 주식 수,기초 소유 주식 지분 율,기말 소유 주식 수,기말 소유 주식 지분 율,비고
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,(재)경방사내근로복지기금,-,"21,300",0.08,"21,300",0.08,-
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,이유진,친인척,"173,750",0.63,"173,750",0.63,-
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,차현영,친인척,"404,780",1.48,"404,780",1.48,-
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,이재경,친인척,"22,910",0.08,"22,910",0.08,-
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,이주연,친인척,"38,680",0.14,"38,680",0.14,-
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,(주)단암시스템즈,-,"100,000",0.36,"100,000",0.36,-
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,에나에스테이트(주),-,"179,000",0.65,"180,000",0.66,"1,000주 매수"
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,김준,친인척,"3,685,570",13.44,"3,685,570",13.44,-
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,임진희,친인척,"14,060",0.05,"14,060",0.05,-
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,김지영,친인척,"446,500",1.63,"505,250",1.84,"58,750주 매수"
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,김봉애,친인척,"67,346",0.25,"67,346",0.25,-
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,김명애,친인척,"95,330",0.35,"95,330",0.35,-
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,이승호,친인척,"1,210,500",4.42,"1,210,500",4.42,-
000050,경방,KOSPI,00101628,20221208,20230515000452,Y,00101628,경방,보통주,경방육영회,재단,"1,311,420",4.78,"1,311,420",4.78,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김     원,최대주주 본인,"526,525",6.15,"526,525",6.15,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 정 윤,친인척,"1,116",0.01,"1,116",0.01,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 태 호,친인척,"148,464",1.73,"158,464",1.85,장내 매수
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 유 주,친인척,"99,662",1.16,"99,662",1.16,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,윤 영 섭,친인척,"12,904",0.15,"12,904",0.15,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,윤 혜 연,친인척,"5,105",0.06,"5,105",0.06,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 영 주,친인척,"192,543",2.25,"192,543",2.25,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,박 상 례,친인척,"25,817",0.30,"25,817",0.30,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,배 주 연,친인척,"109,623",1.28,"109,623",1.28,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 남 희,친인척,"56,283",0.66,"56,283",0.66,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 주 희,친인척,"56,376",0.66,"56,376",0.66,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김     윤,친인척,"412,390",4.82,"345,392",4.03,장내 매도
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 율 희,친인척,"25,191",0.29,"25,191",0.29,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김     정,친인척,"480,766",5.61,"480,766",5.61,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,최 윤 아,친인척,"20,000",0.23,"20,000",0.23,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 희 원,친인척,"80,736",0.94,"80,736",0.94,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 주 형,친인척,"44,551",0.52,"54,551",0.64,장내 매수
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 주 성,친인척,"44,358",0.52,"44,358",0.52,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,송 하 철,친인척,"61,999",0.72,"61,999",0.72,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,송 근 화,친인척,"61,998",0.72,"61,998",0.72,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,송 지 영,친인척,"61,991",0.72,"61,991",0.72,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,수당재단,재단,"268,703",3.14,"268,703",3.14,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 유 희,친인척,"26,244",0.31,"26,244",0.31,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,유 관 희,임원,500,0.01,500,0.01,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 건 호,친인척,"191,080",2.23,"250,280",2.92,장내 매수
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 종 우,친인척,"1,128",0.01,"1,128",0.01,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 남 호,친인척,"127,993",1.49,"135,733",1.58,장내 매수
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김     량,친인척,"325,350",3.80,"325,350",3.80,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,장 영 은,친인척,"26,244",0.31,"26,244",0.31,-
000070,삼양홀딩스,KOSPI,00126937,20230109,20230515002359,Y,00126937,삼양홀딩스,보통주,김 민 지,친인척,"64,620",0.75,"64,620",0.75,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,보통주,하이트진로홀딩스(주),최대주주,"35,672,250",50.86,"35,672,250",50.86,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,보통주,김인규,등기임원,351,0.00,351,0.00,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,보통주,최경택,등기임원,"1,001",0.00,"1,001",0.00,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,우선주,서영이앤티(주),계열사,"29,345",2.59,"29,345",2.59,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,우선주,(재)하이트문화재단,비영리법인,"24,106",2.12,"24,106",2.12,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,보통주,JINRO INC.,계열사,"248,082",0.35,"248,082",0.35,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,우선주,하이트진로홀딩스(주),최대주주,"152,992",13.48,"152,992",13.48,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,보통주,박문덕,미등기임원,"1,814,314",2.59,"1,814,314",2.59,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,우선주,박문덕,미등기임원,"4,497",0.40,"4,497",0.40,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,보통주,박문효,친인척,"2,392",0.00,"2,392",0.00,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,우선주,박문효,친인척,"4,323",0.38,"4,323",0.38,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,보통주,김미정,친인척,"2,127",0.00,"2,127",0.00,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,보통주,노영희,친인척,12,0.00,12,0.00,-
000080,하이트진로,KOSPI,00150244,20221228,20230512000511,Y,00150244,하이트진로,보통주,노희정,친인척,33,0.00,33,0.00,-
000100,유한양행,KOSPI,00145109,20230208,20230515002474,Y,00145109,유한양행,보통주,유한재단,본인,"11,509,054",15.72,"12,084,531",15.77,무상증자
000100,유한양행,KOSPI,00145109,20230208,20230515002474,Y,00145109,유한양행,우선주,유한재단,본인,500,0.04,500,0.04,-
000100,유한양행,KOSPI,00145109,20230208,20230515002474,Y,00145109,유한양행,보통주,이정희,임원,"52,608",0.07,"55,238",0.07,무상증자
000100,유한양행,KOSPI,00145109,20230208,20230515002474,Y,00145109,유한양행,보통주,조욱제,임원,"16,586",0.02,"17,915",0.02,무상증자 및장내매수
000120,CJ대한통운,KOSPI,00113410,20230105,20230515002229,Y,00113410,CJ대한통운,보통주,CJ제일제당(주),본인,"9,162,522",40.16,"9,162,522",40.16,-
000120,CJ대한통운,KOSPI,00113410,20230105,20230515002229,Y,00113410,CJ대한통운,보통주,강신호,임원,900,0.00,900,0.00,-
000120,CJ대한통운,KOSPI,00113410,20230105,20230515002229,Y,00113410,CJ대한통운,보통주,신영수,임원,"2,000",0.01,"2,709",0.01,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,보통주,박문덕,본인,"6,844,374",29.50,"6,844,374",29.50,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,보통주,김창규,계열사임원,20,0.00,20,0.00,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,보통주,하이트문화재단,재단,"590,338",2.50,"590,338",2.50,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,우선주,하이트문화재단,재단,"10,042",2.10,"10,042",2.10,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,보통주,서영이앤티(주),특수관계인,"6,419,688",27.70,"6,419,688",27.70,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,우선주,서영이앤티(주),특수관계인,"12,227",2.60,"12,227",2.60,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,보통주,JINRO INC.,특수관계인,"1,440,017",6.20,"1,440,017",6.20,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,우선주,박문덕,본인,"1,875",0.40,"1,875",0.40,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,보통주,김미정,친인척,869,0.00,869,0.00,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,보통주,박문효,친인척,942,0.00,942,0.00,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,우선주,박문효,친인척,"1,801",0.40,"1,801",0.40,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,보통주,노영희,친인척,6,0.00,6,0.00,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,보통주,노희정,친인척,15,0.00,15,0.00,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,보통주,김인규,발행회사임원,50,0.00,50,0.00,-
000140,하이트진로홀딩스,KOSPI,00148993,20230102,20230512000513,Y,00148993,하이트진로홀딩스,보통주,최경택,발행회사임원,50,0.00,50,0.00,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박정원,본인,"1,224,400",7.41,"1,224,400",7.41,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박진원,친인척,"602,148",3.64,"602,148",3.64,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박진원,친인척,"95,537",1.95,"95,537",1.95,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박석원,친인척,"492,638",2.98,"492,638",2.98,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박석원,친인척,"5,433",0.11,"5,433",0.11,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박태원,친인척,"445,965",2.70,"445,965",2.70,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박태원,친인척,"4,830",0.10,"4,830",0.10,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박형원,친인척,"328,479",1.99,"328,479",1.99,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박형원,친인척,"3,621",0.07,"3,621",0.07,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박인원,친인척,"328,479",1.99,"328,479",1.99,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박인원,친인척,"3,621",0.07,"3,621",0.07,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박정원,본인,"20,070",0.41,"20,070",0.41,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박상민,친인척,"16,241",0.10,"16,241",0.10,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박상수,친인척,"132,380",0.80,"132,380",0.80,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,서주원,친인척,"6,048",0.04,"6,048",0.04,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,서주원,친인척,"1,509",0.03,"1,509",0.03,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,서장원,친인척,"6,048",0.04,"6,048",0.04,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,서장원,친인척,"1,508",0.03,"1,508",0.03,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박상우,친인척,"6,361",0.04,"6,361",0.04,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박상진,친인척,"6,361",0.04,"6,361",0.04,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박상효,친인척,"1,778",0.01,"1,778",0.01,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박상효,친인척,446,0.01,446,0.01,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박지원,친인척,"879,632",5.32,"879,632",5.32,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박상인,친인척,"1,779",0.01,"1,779",0.01,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박상인,친인척,446,0.01,446,0.01,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박상현,친인척,"1,779",0.01,"1,779",0.01,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박상현,친인척,446,0.01,446,0.01,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박상은,친인척,"1,780",0.01,"1,780",0.01,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박상은,친인척,446,0.01,446,0.01,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박윤서,친인척,"8,099",0.05,"8,099",0.05,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박상아,친인척,"6,060",0.04,"6,060",0.04,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박상정,친인척,"6,056",0.04,"6,056",0.04,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,김소영,친인척,"121,221",2.48,"121,221",2.48,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박지원,친인척,"10,109",0.21,"10,109",0.21,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,서지원,친인척,"80,814",1.65,"80,814",1.65,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,정현주,친인척,"72,733",1.49,"72,733",1.49,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,원보연,친인척,"64,651",1.32,"64,651",1.32,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,최윤희,친인척,"48,488",0.99,"48,488",0.99,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,(재)두산연강재단,비영리법인,"510,231",3.09,"510,231",3.09,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,(재)두산연강재단,비영리법인,"1,040,413",21.28,"1,040,413",21.28,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,김민철,등기임원,724,0.00,724,0.00,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박혜원,친인척,"407,247",2.46,"407,247",2.46,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박혜원,친인척,"43,191",0.88,"43,191",0.88,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박용성,친인척,"574,913",3.48,"574,913",3.48,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,보통주식,박용현,친인척,"567,860",3.44,"567,860",3.44,-
000150,두산,KOSPI,00117212,20230214,20230515002106,Y,00117212,두산,종류주식,박용현,친인척,"4,881",0.10,"4,881",0.10,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정해린,본 인,"3,467,410",4.97,"3,467,410",4.97,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정찬기,친인척,"269,660",0.39,"269,660",0.39,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정율기,친인척,"245,000",0.35,"245,000",0.35,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,조아영,친인척,"385,000",0.55,"385,000",0.55,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,김수경,친인척,"100,000",0.14,"100,000",0.14,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,박현주,친인척,"139,500",0.20,"139,500",0.20,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,성지학원,학교법인,"321,390",0.46,"321,390",0.46,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정연우,친인척,"1,920",0.00,"1,920",0.00,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,유경화,친인척,"120,000",0.17,"120,000",0.17,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정사라,친인척,"120,000",0.17,"120,000",0.17,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정유라,친인척,"120,000",0.17,"120,000",0.17,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,백성애,처,"1,045,000",1.50,"1,045,000",1.50,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정인기,친인척,"120,000",0.17,"120,000",0.17,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정호경,친인척,"210,000",0.30,"210,000",0.30,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정승원,친인척,"180,000",0.26,"180,000",0.26,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,우인석,임원,"10,000",0.01,"10,000",0.01,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,(주)선앤엘,국내법인,"150,210",0.22,"150,210",0.22,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,일광개발(주),국내법인,"700,000",1.00,"700,000",1.00,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정연오,자,"4,214,825",6.04,"4,214,825",6.04,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정연교,자,"4,175,640",5.99,"4,175,640",5.99,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정연승,자,"4,112,390",5.90,"4,112,390",5.90,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정서윤,친인척,"300,000",0.43,"300,000",0.43,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정효기,친인천,"116,756",0.17,"116,756",0.17,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정승기,친인척,"255,600",0.37,"255,600",0.37,-
000180,성창기업지주,KOSPI,00133335,20221229,20230515001018,Y,00133335,성창기업지주,보통주,정윤기,친인척,"255,600",0.37,"255,600",0.37,-
000210,DL,KOSPI,00109693,20230502,20230515002456,Y,00109693,DL,보통주,㈜대림,최대주주,"8,860,723",42.28,"8,860,723",42.28,-
000210,DL,KOSPI,00109693,20230502,20230515002456,Y,00109693,DL,우선주,이해창,특수관계인,443,0.03,443,0.03,-
000210,DL,KOSPI,00109693,20230502,20230515002456,Y,00109693,DL,우선주,이진숙,특수관계인,443,0.03,443,0.03,-
000210,DL,KOSPI,00109693,20230502,20230515002456,Y,00109693,DL,우선주,이윤영,특수관계인,443,0.03,443,0.03,-
000210,DL,KOSPI,00109693,20230502,20230515002456,Y,00109693,DL,보통주,(학)대림학원,특수관계인,"194,976",0.93,"194,976",0.93,-
000210,DL,KOSPI,00109693,20230502,20230515002456,Y,00109693,DL,보통주,이해창,특수관계인,"5,505",0.03,"5,505",0.03,-
000210,DL,KOSPI,00109693,20230502,20230515002456,Y,00109693,DL,보통주,이진숙,특수관계인,"12,868",0.06,"12,868",0.06,-
000210,DL,KOSPI,00109693,20230502,20230515002456,Y,00109693,DL,보통주,이윤영,특수관계인,"9,639",0.05,"9,639",0.05,-
000210,DL,KOSPI,00109693,20230502,20230515002456,Y,00109693,DL,보통주,이부용,특수관계인,21,0.00,21,0.00,-
000210,DL,KOSPI,00109693,20230502,20230515002456,Y,00109693,DL,보통주,김종현,특수관계인,0,0.00,"2,469",0.01,-
000210,DL,KOSPI,00109693,20230502,20230515002456,Y,00109693,DL,우선주,(학)대림학원,특수관계인,"91,048",5.40,"91,048",5.40,-
000210,DL,KOSPI,00109693,20230502,20230515002456,Y,00109693,DL,우선주,㈜대림,최대주주,"11,092",0.66,"11,092",0.66,-
000220,유유제약,KOSPI,00144818,20230302,20230515001793,Y,00144818,유유제약,보통주,유원상,본인,"2,370,022",13.75,"2,370,022",13.75,-
000220,유유제약,KOSPI,00144818,20230302,20230515001793,Y,00144818,유유제약,보통주,현일선,친인척,"2,000",0.01,"2,000",0.01,-
000220,유유제약,KOSPI,00144818,20230302,20230515001793,Y,00144818,유유제약,보통주,유정수,친인척,"2,020",0.01,"2,020",0.01,-
000220,유유제약,KOSPI,00144818,20230302,20230515001793,Y,00144818,유유제약,보통주,유승식,친인척,200,0.00,200,0.00,-
000220,유유제약,KOSPI,00144818,20230302,20230515001793,Y,00144818,유유제약,보통주,유지선,친인척,200,0.00,200,0.00,-
000220,유유제약,KOSPI,00144818,20230302,20230515001793,Y,00144818,유유제약,보통주,유덕상,친인척,200,0.00,200,0.00,-
000220,유유제약,KOSPI,00144818,20230302,20230515001793,Y,00144818,유유제약,보통주,최아이린,친인척,200,0.00,200,0.00,-
000220,유유제약,KOSPI,00144818,20230302,20230515001793,Y,00144818,유유제약,보통주,송평문,친인척,"17,094",0.10,"17,094",0.10,-
